experiment_id,model,provenance,task_id,kind,repeat,latency_s,client_peak_rss_mb,client_cpu_s,answer,error,trace,input_tokens,output_tokens,schema_valid,numeric_correct,decision_correct,correct,expected
d8657fd1-d118-40de-98c1-7c2f2fc605a2,demo-exact,demo,GA_42_0022,stack,0,3.94000016967766e-05,101.79296875,0.0,"{""value"": 0.35400000000000004, ""passed"": true, ""unit"": ""mm"", ""explanation"": ""Scripted demo using an allowlisted arithmetic tool.""}",,"[{""step"": 0, ""response"": ""{\""tool\"": \""sum_abs\"", \""args\"": {\""values\"": [0.1327, 0.0541, 0.1018, 0.0654]}}"", ""tool_ok"": true, ""feedback"": {""result"": 0.35400000000000004}}, {""step"": 1, ""response"": ""{\""value\"": 0.35400000000000004, \""passed\"": true, \""unit\"": \""mm\"", \""explanation\"": \""Scripted demo using an allowlisted arithmetic tool.\""}""}]",,,True,True,True,True,"{""value"": 0.35400000000000004, ""passed"": true, ""unit"": ""mm""}"
d8657fd1-d118-40de-98c1-7c2f2fc605a2,demo-exact,demo,GA_42_0022,stack,1,4.549999721348286e-05,101.796875,0.0,"{""value"": 0.35400000000000004, ""passed"": true, ""unit"": ""mm"", ""explanation"": ""Scripted demo using an allowlisted arithmetic tool.""}",,"[{""step"": 0, ""response"": ""{\""tool\"": \""sum_abs\"", \""args\"": {\""values\"": [0.1327, 0.0541, 0.1018, 0.0654]}}"", ""tool_ok"": true, ""feedback"": {""result"": 0.35400000000000004}}, {""step"": 1, ""response"": ""{\""value\"": 0.35400000000000004, \""passed\"": true, \""unit\"": \""mm\"", \""explanation\"": \""Scripted demo using an allowlisted arithmetic tool.\""}""}]",,,True,True,True,True,"{""value"": 0.35400000000000004, ""passed"": true, ""unit"": ""mm""}"
d8657fd1-d118-40de-98c1-7c2f2fc605a2,demo-exact,demo,GA_42_0014,stack,0,3.650000144261867e-05,101.796875,0.0,"{""value"": 0.3948, ""passed"": false, ""unit"": ""mm"", ""explanation"": ""Scripted demo using an allowlisted arithmetic tool.""}",,"[{""step"": 0, ""response"": ""{\""tool\"": \""sum_abs\"", \""args\"": {\""values\"": [0.1313, 0.0632, 0.0735, 0.1268]}}"", ""tool_ok"": true, ""feedback"": {""result"": 0.3948}}, {""step"": 1, ""response"": ""{\""value\"": 0.3948, \""passed\"": false, \""unit\"": \""mm\"", \""explanation\"": \""Scripted demo using an allowlisted arithmetic tool.\""}""}]",,,True,True,True,True,"{""value"": 0.3948, ""passed"": false, ""unit"": ""mm""}"
d8657fd1-d118-40de-98c1-7c2f2fc605a2,demo-imperfect,demo,GA_42_0018,stack,2,3.7500001781154424e-05,101.80078125,0.0,"{""value"": 0.34409999999999996, ""passed"": false, ""unit"": ""mm"", ""explanation"": ""Scripted demo using an allowlisted arithmetic tool.""}",,"[{""step"": 0, ""response"": ""{\""tool\"": \""sum_abs\"", \""args\"": {\""values\"": [0.0329, 0.0631, 0.1485, 0.0996]}}"", ""tool_ok"": true, ""feedback"": {""result"": 0.34409999999999996}}, {""step"": 1, ""response"": ""{\""value\"": 0.34409999999999996, \""passed\"": false, \""unit\"": \""mm\"", \""explanation\"": \""Scripted demo using an allowlisted arithmetic tool.\""}""}]",,,True,True,True,True,"{""value"": 0.34409999999999996, ""passed"": false, ""unit"": ""mm""}"
d8657fd1-d118-40de-98c1-7c2f2fc605a2,demo-exact,demo,GA_42_0010,stack,0,3.4199998481199145e-05,101.80078125,0.0,"{""value"": 0.2386, ""passed"": true, ""unit"": ""mm"", ""explanation"": ""Scripted demo using an allowlisted arithmetic tool.""}",,"[{""step"": 0, ""response"": ""{\""tool\"": \""sum_abs\"", \""args\"": {\""values\"": [0.0275, 0.1391, 0.021, 0.051]}}"", ""tool_ok"": true, ""feedback"": {""result"": 0.2386}}, {""step"": 1, ""response"": ""{\""value\"": 0.2386, \""passed\"": true, \""unit\"": \""mm\"", \""explanation\"": \""Scripted demo using an allowlisted arithmetic tool.\""}""}]",,,True,True,True,True,"{""value"": 0.2386, ""passed"": true, ""unit"": ""mm""}"
d8657fd1-d118-40de-98c1-7c2f2fc605a2,demo-imperfect,demo,GA_42_0021,position,1,3.8300000596791506e-05,101.80078125,0.0,"{""value"": 0.36431715578600077, ""passed"": false, ""unit"": ""mm"", ""explanation"": ""Scripted demo using an allowlisted arithmetic tool.""}",,"[{""step"": 0, ""response"": ""{\""tool\"": \""distance\"", \""args\"": {\""a\"": [10, 20, 30], \""b\"": [9.9407, 19.7397, 30.2479]}}"", ""tool_ok"": true, ""feedback"": {""result"": 0.36431715578600077}}, {""step"": 1, ""response"": ""{\""value\"": 0.36431715578600077, \""passed\"": false, \""unit\"": \""mm\"", \""explanation\"": \""Scripted demo using an allowlisted arithmetic tool.\""}""}]",,,True,True,True,True,"{""value"": 0.36431715578600077, ""passed"": false, ""unit"": ""mm""}"
d8657fd1-d118-40de-98c1-7c2f2fc605a2,demo-imperfect,demo,GA_42_0000,dimension,0,3.6600002204068005e-05,101.8046875,0.0,"{""value"": 0.6649999999999991, ""passed"": true, ""unit"": ""mm"", ""explanation"": ""Scripted demo using an allowlisted arithmetic tool.""}",,"[{""step"": 0, ""response"": ""{\""tool\"": \""subtract\"", \""args\"": {\""a\"": 9.335, \""b\"": 10}}"", ""tool_ok"": true, ""feedback"": {""result"": -0.6649999999999991}}, {""step"": 1, ""response"": ""{\""value\"": 0.6649999999999991, \""passed\"": true, \""unit\"": \""mm\"", \""explanation\"": \""Scripted demo using an allowlisted arithmetic tool.\""}""}]",,,True,True,False,False,"{""value"": 0.6649999999999991, ""passed"": false, ""unit"": ""mm""}"
d8657fd1-d118-40de-98c1-7c2f2fc605a2,demo-imperfect,demo,GA_42_0004,dimension,2,3.429999924264848e-05,101.8046875,0.015625,"{""value"": 0.30240000000000045, ""passed"": false, ""unit"": ""mm"", ""explanation"": ""Scripted demo using an allowlisted arithmetic tool.""}",,"[{""step"": 0, ""response"": ""{\""tool\"": \""subtract\"", \""args\"": {\""a\"": 10.3024, \""b\"": 10}}"", ""tool_ok"": true, ""feedback"": {""result"": 0.30240000000000045}}, {""step"": 1, ""response"": ""{\""value\"": 0.30240000000000045, \""passed\"": false, \""unit\"": \""mm\"", \""explanation\"": \""Scripted demo using an allowlisted arithmetic tool.\""}""}]",,,True,True,False,False,"{""value"": 0.30240000000000045, ""passed"": true, ""unit"": ""mm""}"
d8657fd1-d118-40de-98c1-7c2f2fc605a2,demo-exact,demo,GA_42_0012,dimension,2,3.369999831193127e-05,101.8046875,0.0,"{""value"": 0.28640000000000043, ""passed"": true, ""unit"": ""mm"", ""explanation"": ""Scripted demo using an allowlisted arithmetic tool.""}",,"[{""step"": 0, ""response"": ""{\""tool\"": \""subtract\"", \""args\"": {\""a\"": 10.2864, \""b\"": 10}}"", ""tool_ok"": true, ""feedback"": {""result"": 0.28640000000000043}}, {""step"": 1, ""response"": ""{\""value\"": 0.28640000000000043, \""passed\"": true, \""unit\"": \""mm\"", \""explanation\"": \""Scripted demo using an allowlisted arithmetic tool.\""}""}]",,,True,True,True,True,"{""value"": 0.28640000000000043, ""passed"": true, ""unit"": ""mm""}"
d8657fd1-d118-40de-98c1-7c2f2fc605a2,demo-imperfect,demo,GA_42_0018,stack,1,3.8800000766059384e-05,101.8125,0.0,"{""value"": 0.34409999999999996, ""passed"": false, ""unit"": ""mm"", ""explanation"": ""Scripted demo using an allowlisted arithmetic tool.""}",,"[{""step"": 0, ""response"": ""{\""tool\"": \""sum_abs\"", \""args\"": {\""values\"": [0.0329, 0.0631, 0.1485, 0.0996]}}"", ""tool_ok"": true, ""feedback"": {""result"": 0.34409999999999996}}, {""step"": 1, ""response"": ""{\""value\"": 0.34409999999999996, \""passed\"": false, \""unit\"": \""mm\"", \""explanation\"": \""Scripted demo using an allowlisted arithmetic tool.\""}""}]",,,True,True,True,True,"{""value"": 0.34409999999999996, ""passed"": false, ""unit"": ""mm""}"
d8657fd1-d118-40de-98c1-7c2f2fc605a2,demo-exact,demo,GA_42_0000,dimension,1,3.229999856557697e-05,101.8125,0.0,"{""value"": 0.6649999999999991, ""passed"": false, ""unit"": ""mm"", ""explanation"": ""Scripted demo using an allowlisted arithmetic tool.""}",,"[{""step"": 0, ""response"": ""{\""tool\"": \""subtract\"", \""args\"": {\""a\"": 9.335, \""b\"": 10}}"", ""tool_ok"": true, ""feedback"": {""result"": -0.6649999999999991}}, {""step"": 1, ""response"": ""{\""value\"": 0.6649999999999991, \""passed\"": false, \""unit\"": \""mm\"", \""explanation\"": \""Scripted demo using an allowlisted arithmetic tool.\""}""}]",,,True,True,True,True,"{""value"": 0.6649999999999991, ""passed"": false, ""unit"": ""mm""}"
d8657fd1-d118-40de-98c1-7c2f2fc605a2,demo-imperfect,demo,GA_42_0000,dimension,2,3.2100000680657104e-05,101.81640625,0.0,"{""value"": 0.6649999999999991, ""passed"": false, ""unit"": ""mm"", ""explanation"": ""Scripted demo using an allowlisted arithmetic tool.""}",,"[{""step"": 0, ""response"": ""{\""tool\"": \""subtract\"", \""args\"": {\""a\"": 9.335, \""b\"": 10}}"", ""tool_ok"": true, ""feedback"": {""result"": -0.6649999999999991}}, {""step"": 1, ""response"": ""{\""value\"": 0.6649999999999991, \""passed\"": false, \""unit\"": \""mm\"", \""explanation\"": \""Scripted demo using an allowlisted arithmetic tool.\""}""}]",,,True,True,True,True,"{""value"": 0.6649999999999991, ""passed"": false, ""unit"": ""mm""}"
d8657fd1-d118-40de-98c1-7c2f2fc605a2,demo-imperfect,demo,GA_42_0008,dimension,0,3.400000059627928e-05,101.81640625,0.0,"{""value"": 0.5645999999999987, ""passed"": false, ""unit"": ""mm"", ""explanation"": ""Scripted demo using an allowlisted arithmetic tool.""}",,"[{""step"": 0, ""response"": ""{\""tool\"": \""subtract\"", \""args\"": {\""a\"": 24.4354, \""b\"": 25}}"", ""tool_ok"": true, ""feedback"": {""result"": -0.5645999999999987}}, {""step"": 1, ""response"": ""{\""value\"": 0.5645999999999987, \""passed\"": false, \""unit\"": \""mm\"", \""explanation\"": \""Scripted demo using an allowlisted arithmetic tool.\""}""}]",,,True,True,True,True,"{""value"": 0.5645999999999987, ""passed"": false, ""unit"": ""mm""}"
d8657fd1-d118-40de-98c1-7c2f2fc605a2,demo-exact,demo,GA_42_0010,stack,2,3.690000085043721e-05,101.8203125,0.0,"{""value"": 0.2386, ""passed"": true, ""unit"": ""mm"", ""explanation"": ""Scripted demo using an allowlisted arithmetic tool.""}",,"[{""step"": 0, ""response"": ""{\""tool\"": \""sum_abs\"", \""args\"": {\""values\"": [0.0275, 0.1391, 0.021, 0.051]}}"", ""tool_ok"": true, ""feedback"": {""result"": 0.2386}}, {""step"": 1, ""response"": ""{\""value\"": 0.2386, \""passed\"": true, \""unit\"": \""mm\"", \""explanation\"": \""Scripted demo using an allowlisted arithmetic tool.\""}""}]",,,True,True,True,True,"{""value"": 0.2386, ""passed"": true, ""unit"": ""mm""}"
d8657fd1-d118-40de-98c1-7c2f2fc605a2,demo-imperfect,demo,GA_42_0016,dimension,0,3.239999932702631e-05,101.8203125,0.0,"{""value"": 0.6113, ""passed"": false, ""unit"": ""mm"", ""explanation"": ""Scripted demo using an allowlisted arithmetic tool.""}",,"[{""step"": 0, ""response"": ""{\""tool\"": \""subtract\"", \""args\"": {\""a\"": 50.6113, \""b\"": 50}}"", ""tool_ok"": true, ""feedback"": {""result"": 0.6113}}, {""step"": 1, ""response"": ""{\""value\"": 0.6113, \""passed\"": false, \""unit\"": \""mm\"", \""explanation\"": \""Scripted demo using an allowlisted arithmetic tool.\""}""}]",,,True,True,True,True,"{""value"": 0.6113, ""passed"": false, ""unit"": ""mm""}"
d8657fd1-d118-40de-98c1-7c2f2fc605a2,demo-imperfect,demo,GA_42_0020,dimension,1,3.2599997211946175e-05,101.8203125,0.0,"{""value"": 0.4504999999999999, ""passed"": true, ""unit"": ""mm"", ""explanation"": ""Scripted demo using an allowlisted arithmetic tool.""}",,"[{""step"": 0, ""response"": ""{\""tool\"": \""subtract\"", \""args\"": {\""a\"": 10.4505, \""b\"": 10}}"", ""tool_ok"": true, ""feedback"": {""result"": 0.4504999999999999}}, {""step"": 1, ""response"": ""{\""value\"": 0.4504999999999999, \""passed\"": true, \""unit\"": \""mm\"", \""explanation\"": \""Scripted demo using an allowlisted arithmetic tool.\""}""}]",,,True,True,False,False,"{""value"": 0.4504999999999999, ""passed"": false, ""unit"": ""mm""}"
d8657fd1-d118-40de-98c1-7c2f2fc605a2,demo-imperfect,demo,GA_42_0010,stack,0,3.6699999327538535e-05,101.828125,0.0,"{""value"": 0.2386, ""passed"": true, ""unit"": ""mm"", ""explanation"": ""Scripted demo using an allowlisted arithmetic tool.""}",,"[{""step"": 0, ""response"": ""{\""tool\"": \""sum_abs\"", \""args\"": {\""values\"": [0.0275, 0.1391, 0.021, 0.051]}}"", ""tool_ok"": true, ""feedback"": {""result"": 0.2386}}, {""step"": 1, ""response"": ""{\""value\"": 0.2386, \""passed\"": true, \""unit\"": \""mm\"", \""explanation\"": \""Scripted demo using an allowlisted arithmetic tool.\""}""}]",,,True,True,True,True,"{""value"": 0.2386, ""passed"": true, ""unit"": ""mm""}"
d8657fd1-d118-40de-98c1-7c2f2fc605a2,demo-imperfect,demo,GA_42_0015,clearance,2,3.35000004270114e-05,101.828125,0.0,"{""value"": 0.164299999999999, ""passed"": true, ""unit"": ""mm"", ""explanation"": ""Scripted demo using an allowlisted arithmetic tool.""}",,"[{""step"": 0, ""response"": ""{\""tool\"": \""subtract\"", \""args\"": {\""a\"": 10.1481, \""b\"": 9.9838}}"", ""tool_ok"": true, ""feedback"": {""result"": 0.164299999999999}}, {""step"": 1, ""response"": ""{\""value\"": 0.164299999999999, \""passed\"": true, \""unit\"": \""mm\"", \""explanation\"": \""Scripted demo using an allowlisted arithmetic tool.\""}""}]",,,True,True,True,True,"{""value"": 0.164299999999999, ""passed"": true, ""unit"": ""mm""}"
d8657fd1-d118-40de-98c1-7c2f2fc605a2,demo-exact,demo,GA_42_0006,stack,0,3.479999941191636e-05,101.828125,0.0,"{""value"": 0.2667, ""passed"": false, ""unit"": ""mm"", ""explanation"": ""Scripted demo using an allowlisted arithmetic tool.""}",,"[{""step"": 0, ""response"": ""{\""tool\"": \""sum_abs\"", \""args\"": {\""values\"": [0.1162, 0.0324, 0.0692, 0.0489]}}"", ""tool_ok"": true, ""feedback"": {""result"": 0.2667}}, {""step"": 1, ""response"": ""{\""value\"": 0.2667, \""passed\"": false, \""unit\"": \""mm\"", \""explanation\"": \""Scripted demo using an allowlisted arithmetic tool.\""}""}]",,,True,True,True,True,"{""value"": 0.2667, ""passed"": false, ""unit"": ""mm""}"
d8657fd1-d118-40de-98c1-7c2f2fc605a2,demo-imperfect,demo,GA_42_0016,dimension,1,3.2500000088475645e-05,101.828125,0.0,"{""value"": 0.6113, ""passed"": false, ""unit"": ""mm"", ""explanation"": ""Scripted demo using an allowlisted arithmetic tool.""}",,"[{""step"": 0, ""response"": ""{\""tool\"": \""subtract\"", \""args\"": {\""a\"": 50.6113, \""b\"": 50}}"", ""tool_ok"": true, ""feedback"": {""result"": 0.6113}}, {""step"": 1, ""response"": ""{\""value\"": 0.6113, \""passed\"": false, \""unit\"": \""mm\"", \""explanation\"": \""Scripted demo using an allowlisted arithmetic tool.\""}""}]",,,True,True,True,True,"{""value"": 0.6113, ""passed"": false, ""unit"": ""mm""}"
d8657fd1-d118-40de-98c1-7c2f2fc605a2,demo-imperfect,demo,GA_42_0011,clearance,1,3.3399999665562063e-05,101.828125,0.0,"{""value"": 0.002700000000000813, ""passed"": true, ""unit"": ""mm"", ""explanation"": ""Scripted demo using an allowlisted arithmetic tool.""}",,"[{""step"": 0, ""response"": ""{\""tool\"": \""subtract\"", \""args\"": {\""a\"": 10.2474, \""b\"": 10.2447}}"", ""tool_ok"": true, ""feedback"": {""result"": 0.002700000000000813}}, {""step"": 1, ""response"": ""{\""value\"": 0.002700000000000813, \""passed\"": true, \""unit\"": \""mm\"", \""explanation\"": \""Scripted demo using an allowlisted arithmetic tool.\""}""}]",,,True,True,False,False,"{""value"": 0.002700000000000813, ""passed"": false, ""unit"": ""mm""}"
d8657fd1-d118-40de-98c1-7c2f2fc605a2,demo-exact,demo,GA_42_0018,stack,2,3.930000093532726e-05,101.83984375,0.0,"{""value"": 0.34409999999999996, ""passed"": false, ""unit"": ""mm"", ""explanation"": ""Scripted demo using an allowlisted arithmetic tool.""}",,"[{""step"": 0, ""response"": ""{\""tool\"": \""sum_abs\"", \""args\"": {\""values\"": [0.0329, 0.0631, 0.1485, 0.0996]}}"", ""tool_ok"": true, ""feedback"": {""result"": 0.34409999999999996}}, {""step"": 1, ""response"": ""{\""value\"": 0.34409999999999996, \""passed\"": false, \""unit\"": \""mm\"", \""explanation\"": \""Scripted demo using an allowlisted arithmetic tool.\""}""}]",,,True,True,True,True,"{""value"": 0.34409999999999996, ""passed"": false, ""unit"": ""mm""}"
d8657fd1-d118-40de-98c1-7c2f2fc605a2,demo-imperfect,demo,GA_42_0018,stack,0,3.890000152750872e-05,101.84375,0.0,"{""value"": 0.34409999999999996, ""passed"": true, ""unit"": ""mm"", ""explanation"": ""Scripted demo using an allowlisted arithmetic tool.""}",,"[{""step"": 0, ""response"": ""{\""tool\"": \""sum_abs\"", \""args\"": {\""values\"": [0.0329, 0.0631, 0.1485, 0.0996]}}"", ""tool_ok"": true, ""feedback"": {""result"": 0.34409999999999996}}, {""step"": 1, ""response"": ""{\""value\"": 0.34409999999999996, \""passed\"": true, \""unit\"": \""mm\"", \""explanation\"": \""Scripted demo using an allowlisted arithmetic tool.\""}""}]",,,True,True,False,False,"{""value"": 0.34409999999999996, ""passed"": false, ""unit"": ""mm""}"
d8657fd1-d118-40de-98c1-7c2f2fc605a2,demo-imperfect,demo,GA_42_0003,clearance,0,3.2899999496294186e-05,101.84375,0.0,"{""value"": -0.04770000000000074, ""passed"": true, ""unit"": ""mm"", ""explanation"": ""Scripted demo using an allowlisted arithmetic tool.""}",,"[{""step"": 0, ""response"": ""{\""tool\"": \""subtract\"", \""args\"": {\""a\"": 10.0931, \""b\"": 10.1408}}"", ""tool_ok"": true, ""feedback"": {""result"": -0.04770000000000074}}, {""step"": 1, ""response"": ""{\""value\"": -0.04770000000000074, \""passed\"": true, \""unit\"": \""mm\"", \""explanation\"": \""Scripted demo using an allowlisted arithmetic tool.\""}""}]",,,True,True,False,False,"{""value"": -0.04770000000000074, ""passed"": false, ""unit"": ""mm""}"
